label,message
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure your account, please click this link to verify your information and reset your password: https://link.com/secure"
scam,I'm unable to assist with requests involving illegal activities such as fraud.
scam,I'm having trouble with my account and we need you to verify your identity by clicking this link https://bit.ly/34ZOS0T and entering your username and password to reset your security questions.
scam,I'm writing to verify your account due to suspicious activity. Please click this link to confirm your identity and avoid any further issues with your Wells Fargo account. https://wellsfargo.com/verify-me
normal,Can you pick up your part of the restaurant bill tonight since I'm on a tight budget this month?
normal,"I just got my paycheck and I'm thinking of using some of my raise to finally get a new laptop, how about you do the same this month?"
normal,"I'm thinking of redecorating my apartment and I'm not sure who should pay for it, I was thinking maybe we could split the costs or I could just put it on my card if you want to come over this weekend?"
normal,"I'm trying to decide how to split the dinner bill with my friends, do I just divide it by the number of people or can we use an app?"
normal,I just got my paycheck and I'm planning to use some of it to pay off this credit card bill and maybe do some shopping for new clothes this weekend.
normal,I got my paycheck yesterday and I think I'm going to use some of it to pay off the electricity bill this month.
scam,I'm unable to verify your account information due to our security measures. Please click this link to confirm your identity and avoid any potential issues with your account. urgent-tv-verify.com/abc123
scam,I'm unable to process your transaction due to a security risk. Please click this link to verify your account information and receive a one-time verification code.
scam,I'm unable to provide assistance with creating content that could be used for fraudulent activities.
scam,I'm having trouble with my account and need you to verify my identity by clicking this link to reset my security questions and continuing the verification process immediately so I don't lose access to my funds.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To verify your identity and secure your account, please click on this link to enter your 2-factor authentication code within the next 10 minutes: https://login.safebank.com/verify Now, enter your username and password to confirm."
scam,I'm unable to assist you with this request.
normal,"I'm thinking of going on a shopping spree this weekend, I just got my paycheck and I'm feeling pretty flush."
normal,I'm due for a pay rise at work and can't wait to treat myself to a new laptop after we split the bill from the weekend's dinner.
normal,"I'm so excited to get my paycheck, I have a bunch of bills to pay and I'm thinking of treating myself to something nice after a few months without any shopping money."
normal,I got my paycheck yesterday and I'm thinking of using some of it to pay off the credit card and then treat myself to a new laptop for work.
normal,"I got my paycheck today and I think we should split the groceries for the week, how much were you thinking of paying?"
normal,"I got paid this week and I'm planning to put some towards bills, then maybe treat myself to a new book I've been eyeing at the mall."
scam,I'm having some trouble with my account and I need you to verify my details urgently. Can you please click on this link to confirm your identity and I'll be able to access my funds immediately?
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure your account, we require you to verify your identity by clicking this link: https://bit.ly/2KTxRJN and entering your OTP code sent to your registered phone number. Failure to comply may result in account suspension."
scam,I'm having some trouble with my account and we need you to verify your password by clicking this link: https://bit.ly/34P30pG and entering '123456' in the box provided within the next 10 minutes to avoid any issues.
scam,"I am writing to confirm your account for a $10,000 IRS refund, which will be deposited into your account immediately if you click this link now."
scam,"I've received an unusual transaction on your account. To ensure your identity, please click this link to verify your details. Your assistance is greatly appreciated. The link will take you to our secure verification portal."
scam,I'm having trouble with my account and we need you to verify your identity by clicking this link: https://verify.wellsfargo.com/123456789 and enter your login credentials to confirm.
normal,I just got paid and I'm thinking of treating myself to a new laptop since I can afford it this month.
normal,"Hey, I just got paid and I'm thinking we should split the rent this month so we can put some of it towards a new laptop for your project."
normal,"I'm a bit low on cash, can I split the dinner bill with you tonight?"
normal,"I'm trying to cut back on expenses, so I just set up automatic bill payments and also started using cashback apps for my daily purchases."
normal,"Hey, I just got paid and I was thinking of using some of my salary to catch up on the groceries I owe."
normal,I'm getting paid this week so I'm finally going to pay those bills and maybe even treat myself to a new outfit.
scam,"I'm unable to process your transaction due to suspicious activity, can you please click this link to verify your account information and confirm your identity? https://bit.ly/36PSTVG"
scam,I'm writing to inform you that your account has been compromised due to a recent suspicious transaction in Nigeria. Please verify your identity by clicking this link to enter a 6-digit verification code sent to your registered phone number immediately.
scam,"I'm writing this on behalf of my aunt, who is in urgent need of assistance. She's in Singapore and her passport was stolen while she was in Tokyo. She has an emergency visa appointment tomorrow and needs $1,500 for flights to ensure she can make it on time. If you can help, please reply with a transfer link and I'll send the details of the account to you."
scam,I'm having trouble with my account and need you to verify my password by clicking this link: https://bankofamerica.com/verify-me-now-12345
scam,"I'm writing you from the IRS, we've noticed a discrepancy in your 2022 tax return and require immediate verification of your identity to avoid any potential penalties. Please click this link to confirm."
scam,"I've been monitoring your account activity and suspect unauthorized transactions. To secure your account, please click this link to verify your information and confirm a one-time password: https://www.safetysite.com/verify"
normal,"Hey, how's it going? Just got paid and I'm planning to use half for bills this month, the other half for a shopping spree with you next weekend sounds good?"
normal,I just got my paycheck and I'm thinking of using some of it to pay off my credit card balance this month.
normal,"I'm really low on cash, I was thinking of splitting some groceries with my roommate this week instead of buying everything separately."
normal,I'm getting my paycheck this week so we can finally pay those bills and start shopping for new furniture.
normal,"I'm so glad I got a raise, now I can finally pay off those bills and treat myself to some new shoes this weekend."
normal,I got paid this week and I'm thinking of using half to pay off some bills and the other half to go shopping for a new laptop.
scam,"I'm having trouble with my account and the bank is requiring me to verify my login info via this urgent OTP system. If you could assist me in generating the code, I'd really appreciate it, as I'm about to be locked out otherwise."
scam,"I am writing to inform you that your account has been compromised due to suspicious activity. To secure your account, we require you to click on this link to verify your identity by entering your one-time password sent to your registered phone number: https://abc123.verifynow.com. Please confirm your details ASAP so we can take necessary measures to protect your account."
scam,I am writing to verify your account information due to a recent high value transaction made in your name; Please click this link to confirm your details and avoid any delays in your account updates.
scam,I'm having trouble with my account and the bank is requiring me to verify my login info via this website immediately or they will freeze my account. Can you please confirm your identity by clicking the link below? https://example.net/verify-account
scam,I've been unable to access your account due to unusual activity. Please click this link to verify your identity and continue using your services. The verification code will be sent to your registered phone number.
scam,"I'm having trouble with my account and I believe someone has changed my password, could you please verify my details by clicking this link to reset it urgently?"
normal,I just got paid this week and I'm planning to use some of my salary to pay the electricity bill and then maybe do some shopping on the weekend.
normal,I'm finally getting paid on Friday so I can catch up on all my bills and shopping.
normal,I got my paycheck yesterday and I'm planning to use half of it to pay off some bills this month.
normal,Can you help me split the bill at lunch today since I already paid for my coffee?
normal,I got my paycheck yesterday and I think I'll use half to pay the bills and the other half for groceries since I've been meaning to go shopping this weekend.
normal,I just got paid and I'm thinking of using my salary to treat myself to a new TV after paying all my bills this month.
scam,"I'm having trouble with your account, please click this link to verify your details and avoid any delays in your payments. https://www.example.com/scam-verification"
scam,"I'm having trouble accessing your account, please click this link to verify your information and avoid any potential security issues with your account. The verification code will be sent to your registered phone number."
scam,I'm having trouble with my account and need you to verify some information ASAP. Click this link to confirm your details - https://bit.ly/verify123. Your assistance is greatly appreciated.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click this link to verify your account information and reset your password. The verification code will be sent to your registered email and phone number immediately.
scam,"I'm having trouble with my account, can you please verify my password by clicking this link and confirming your identity to secure it?"
scam,"I've received a notification that your account has been compromised. To secure it immediately, please click on this link to verify your identity by entering your 4-digit PIN and confirm your address."
normal,I'm finally getting paid this week so I'm planning on using my salary to pay some bills and then splitting the rest with friends for a shopping trip next weekend.
normal,I got my paycheck yesterday and I think we should split the grocery bill this week.
normal,I just got paid and I need to split the rent with my roommate this month.
normal,I'm finally getting paid next week so I can catch up on all the bills I've been putting off.
normal,I got paid this morning and I think we're both going to split the dinner bill tonight.
normal,I'm thinking of ordering a new laptop online and was wondering if we could split the cost since I just got a raise at work.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click the link below to verify your details and secure your account immediately. Account verification code: ***1234***
scam,"I'm writing you from our security department, your account has been compromised due to a recent suspicious transaction from overseas. To protect your funds, we require an immediate OTP via SMS to verify your identity. Please reply with the 6-digit code you received on your registered phone number within the next 10 minutes."
scam,I am writing to verify some information on your account and we require you to click this link to confirm your identity by 5pm today or we will have to freeze your account.
scam,I've received a notification that your account will be suspended if we verify your identity immediately. Please click this link to confirm your details and avoid any disruptions to your services.
scam,"I'm writing to inform you that your account has been flagged for suspicious activity. To verify your identity, please click this link to enter your 6-digit OTP, which we've just sent to your registered phone number. This will ensure your account security."
scam,I'm unable to provide assistance with creating fraudulent messages. Can I help you with something else?
normal,I'm really hoping my tax refund comes soon so I can pay off this credit card bill and maybe even treat myself to a new outfit for the holidays.
normal,"I just got paid, so I can finally pay this electricity bill we've been putting off all month."
normal,"I'm a bit short on cash this month, can we split the dinner bill when you come over?"
normal,I just got paid and I'm planning to use a third of it to pay off some bills.
normal,I got paid this week and I think we should split the rent and groceries in half since my salary is higher now.
normal,I'm getting paid next week so I'll probably use some of it to pay off my credit card and then grab lunch with friends afterwards.
scam,I'm writing this account to inform you that our system detected unusual activity from your location and requires you to verify your account by calling 1-800-123-4567 immediately to avoid any possible security breach.
scam,I've received an unusual transaction on your account and we need to verify your identity immediately. Please click this link to confirm your details and avoid any unauthorized access. https://bit.ly/verifyaccount2023
scam,I am writing to inform you that due to a high risk transaction from your account in Nigeria your OTP has been suspended and we require you to verify your identity by clicking on this link https://www.surveymonkey.com/r/FN12345 to confirm you are the account holder
scam,"I'm writing to inform you that your Bank of America account has been compromised due to suspicious activity. To verify your identity and secure your account, please click this link to enter your 6-digit OTP now: https://ba-otpsite.com/verify-account"
scam,"I've received a notification that your account has been flagged for suspicious activity due to an unrecognized transaction in Nigeria. To verify your identity, please click this link to confirm your details and provide the OTP sent to your registered phone number."
scam,"I've just been informed that your account has been compromised due to suspicious activity. To secure your account and protect against potential identity theft, please click this link to verify your details by confirming your mobile number."
normal,"I'm due for a paycheck on Friday so I'm planning to hit the mall and do some shopping over the weekend, should be nice to treat myself after paying all those bills this month."
normal,I'm thinking of buying a new laptop and my dad said I could split the cost with him next month when I get my paycheck.
normal,Can we split the cost of dinner tonight or should I just take care of it this time?
normal,"I got paid this morning and I'm going to split the rent with Sarah, then head out for lunch at that new restaurant I've been wanting to try."
normal,"I'm a bit low on cash, can I split the rent with you this month?"
normal,I just got my paycheck and I'm finally paying off that pesky credit card balance.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure your account immediately, please click this link to verify your identity and reset your password: https://link.to.suspicious.site"
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To protect your identity, we require immediate verification by responding 'VERIFIED' to this SMS code: 814235 and your account password. Please note that failure to comply may result in permanent account suspension."
scam,"I'm writing this account to inform you that a technical glitch has occurred with your recent transaction of $8,950.00 to China. We need you to verify your identity by clicking on this secure link to avoid any further action against your account."
scam,"I'm writing this on behalf of my lawyer, and he has informed me that your account will be frozen unless you verify your information immediately. If you don't respond within the next 10 minutes, we'll have to take further action. Please click this link to confirm your identity: https://bit.ly/verify123"
scam,I've received a notification that your account will be suspended if you don't verify your identity immediately. Please click this link to confirm your details and avoid any disruption to your services.
scam,I'm having trouble with my account and require immediate assistance from you to verify my identity. Please click this link to confirm your role in my banking system and proceed with the verification process.
normal,"I just got my paycheck and I'm finally catching up on some bills, also planning to treat myself to a new wallet for shopping later this weekend."
normal,I'm getting paid this Friday and was thinking of using some of my money to buy new clothes for the weekend.
normal,I just got my paycheck and I think we should split the groceries this weekend to make sure everything gets paid off on time.
normal,I'm a bit short this month so can we split the dinner bill tonight?
normal,I got my paycheck yesterday and I think we can finally afford to go shopping for that new couch this weekend.
normal,"I just got paid and I think I'll use some of it to pay the electricity bill this month, my mom owes me $20 for lunch last week and I'm thinking of buying a new book that's on sale."
scam,I'm unable to assist with creating content that may be used for fraudulent purposes. Is there anything else I can help you with?
scam,"I'm having trouble with your account, please click this link to verify your information and avoid any service disruptions. http://bit.ly/verify12345"
scam,"I am writing to verify some discrepancies on your account. To proceed, please click this link to confirm your identity and enter the code we just sent to your registered email address: https://example.com/verify-account-12345"
scam,I am writing to confirm your account information for our security protocols. Please click this link to verify your details by 8PM tonight or else our system will flag your account for possible unauthorized access.
scam,"I'm having trouble with my account, can you please verify my information by clicking this link to confirm your identity as a authorized bank representative? https://bankofamerica-verify.com/123456"
scam,I'm writing to confirm your account information. Click this link to verify your details and avoid any inconvenience to your banking services.
normal,"I'm due for a pay rise at work and I'm hoping it'll be enough to cover the increased cost of living, including my rent and groceries this month."
normal,I'm going to be a bit short this week because my salary didn't arrive yet and I need to pay all the bills on time.
normal,"I'm a bit low on cash this month, can I split the grocery bill with you next time we're shopping?"
normal,I'm hoping to get a raise next year so I can finally pay off my credit card debt.
normal,"I got my paycheck and I'm planning to use some of it to pay the bills this month, the others are going out for dinner on Saturday."
normal,"I'm really glad I got a raise, now I can afford to treat myself to those new shoes I've been eyeing."
scam,"I've just been informed that your account will be suspended due to suspected unauthorized activity. To verify your identity, please click on this link to confirm your details and receive your verification code via SMS. The link is active for 5 minutes only."
scam,I'm having trouble with your account and need you to verify your identity by clicking this link to update your security information ASAP.
scam,"I'm writing this on behalf of my sister who has been in an accident, she requires $5000 immediately to cover her medical bills if you can assist us we will repay you with interest"
scam,"I've received a notification about your account being flagged for potential security risks. To verify your identity and secure your account, please click on this link to enter your one-time password. 

https://example.com/verify-account-12345 

Enter your 6-digit OTP to complete the process within the next 10 minutes."
scam,"I'm having trouble with your account, please click this link to verify your information and we'll resolve the issue immediately. https://login.example.com/verify/12345"
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click this link to verify your identity and prevent any further unauthorized transactions. Your account will be locked if you don't act within the next 24 hours.
normal,Can I split the cost of dinner with you this weekend?
normal,"I'm thinking of treating myself to a new laptop this weekend, but first I need to pay my rent on time, any ideas on how to split the remaining cost with my roommate?"
normal,I just got my paycheck and I'm thinking of using some of it to pay off the credit card balance and then maybe go shopping this weekend with my sister.
normal,I just got my paycheck and I'm thinking of putting $200 towards the rent and splitting the rest with my roommate for dinner tonight.
normal,I got paid yesterday and I'm going to use some of it to pay the electricity bill that's due today.
normal,I just got paid and I'm planning to use half for groceries and the rest for rent this month.
scam,I've received an alert that your account will be suspended if you don't verify your identity immediately. Please click this link to confirm your details: https://www.safebank.net/verify-me
scam,"I am writing to verify your account information for our security protocols, if you click this link https://login.securityplus.com and enter your credentials we can update your account status immediately."
scam,I'm writing to confirm your account. We've noticed some suspicious activity and require your immediate verification via this link to secure your account.
scam,"I'm writing to inform you that your PayPal account has been compromised due to suspicious activity. To secure your account, please click this link to verify your details by entering your username and password via this secure form: https://paypal-verify.me."
scam,"I've just been informed by our security team that your account will be suspended if we don't verify your details immediately. To continue accessing your funds, please click this link to confirm your identity: https://thinksafe.com/verify123. Your prompt attention to this matter is greatly appreciated."
scam,"I'm writing you back regarding your account, we've noticed unusual activity from an unknown location and for security reasons we require you to verify your details by pressing this link https://www.safirbank.com/verify now to avoid any further issues with your account."
normal,"I'm thinking of getting a new laptop for work, do you think I should just put it on my personal credit card or pay cash to split the cost with colleagues when they buy me lunch later this week?"
normal,I just got my paycheck and I'm feeling pretty good about being able to pay all my bills on time this month.
normal,"Hey, can we split the grocery bill this week since I'm on my salary and you've got some cash left over?"
normal,"I just got paid, I'm planning to split the rent with Sarah this month."
normal,I'm getting paid this week so I think we can afford to go out for dinner now that my rent has been taken care of.
normal,I just got my paycheck and I'm planning to use a third of it to pay my bills this month.
scam,"I'm having trouble with your account and need you to verify some information to proceed with the transfer of $8,500 from a foreign account into yours; please click this link to confirm."
scam,I'm unable to verify your account information. Please click this link to confirm your identity and avoid any delays in receiving your payment.
scam,I'm having trouble with my account and need you to verify some info ASAP. Click this link to confirm your identity: https://bit.ly/verify123
scam,"I've received an alert on your account that a large international transaction is pending approval. To verify your identity and secure this transaction, please click this link to enter your One-Time PIN within the next 10 minutes."
scam,"I'm writing to inform you that your account will be suspended if we don't receive your verification code within the next 10 minutes, please click this link to confirm."
scam,"I am writing to inform you that due to recent security breach your bank account information has been compromised, to secure your account we require immediate verification, please click on this link to confirm your details."
normal,Can you just transfer $20 to my sister for her birthday gift?
normal,I just got paid and I'm planning to use a quarter of my salary to pay the electricity bill this month.
normal,I got paid on Friday so I'm finally able to pay all my bills this month.
normal,I just got paid and I'm thinking of using some of my salary to buy a new laptop for work instead of paying my bills this month.
normal,"I'm trying to cut down on unnecessary expenses, so I just cancelled my gym membership and I'm using the money to pay off some credit card debt."
normal,I got my paycheck and I think we should split the groceries this weekend since we've been talking about saving up for that new laptop.
scam,I've received an alert that your account has been compromised and will be suspended if we don't verify your identity immediately. Please click this link to confirm your details and avoid any further action.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please verify your identity by clicking on this link and entering your OTP code to prevent any further unauthorized transactions.
scam,"I'm writing you about your account, your 2-factor code has expired due to security reasons, please click here to renew it ASAP to avoid any unauthorized access to your account."
scam,"I've received an unusual transaction on your account, please click this link to verify and ensure your account security: https://bit.ly/verify123"
scam,"I'm writing you back regarding your account. We noticed a possible unauthorized transaction. To secure your account, could you please click this link to verify your details? https://bit.ly/32V9PqH and enter the OTP sent to your registered phone number (1234567890)."
scam,"I'm unable to verify your account information, please click this link to confirm your identity and avoid any future transactions being flagged."
normal,I got paid this week and I'm thinking of using some of it to pay for groceries and then we can split the rest of the bill for dinner next weekend.
normal,"I just got paid, so I'm planning to use a third of my salary to pay the bills this month."
normal,I got paid this week and I think we can go shopping now that I've covered all my bills.
normal,"I got my paycheck yesterday and I'm planning to split the rent with you this month, want to meet up and hand over the cash."
normal,I'm due for a pay increase at work and I think it's time to start saving up for a new laptop to upgrade my home office setup.
normal,"I got paid last week and I'm finally catching up on my bills, now I just need to decide how to split the shopping bill with friends from last weekend."
scam,I've just been informed that your PayPal account has been compromised and we need you to verify your identity by clicking this link to reset your security details ASAP.
scam,"I'm having trouble with my account and need you to verify some info ASAP, our system indicates suspicious activity and we require your 6-digit one-time password sent to your registered phone number to secure your account details."
scam,I'm having trouble with my account and I need you to click this link to verify your identity and confirm a small fee of $25 to secure it.
scam,I've been made aware of a suspicious transaction on your account and it needs your immediate attention to avoid any potential losses. Please click the link below to verify your details and confirm that you are the account holder. https://safetypay.google.com/review
scam,"I'm writing to verify your account, please click this link to confirm your identity https://www.example.com/verify-me"
scam,"I've been flagged for suspicious activity on our accounts, can you please verify your identity by clicking this link and confirming your details to avoid any potential account restrictions?"
normal,I just got paid this month and I'm finally going to pay those bills and treat myself to some new clothes for the weekend.
normal,"I'm a bit short on cash this month, can we split the dinner bill at lunch today?"
normal,I'm a bit low on cash so I think we should split the dinner bill tonight instead of taking turns next week.
normal,"I got my paycheck yesterday, so I'm planning to pay some bills and maybe do some shopping this weekend."
normal,Can we split the cost of dinner this weekend since I'm on salary and you're on freelance work?
normal,I just got paid on Friday so I can finally pay my bills this month.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. Please click the link below to verify your identity and prevent unauthorized transactions. Your account will be frozen otherwise. 
Verify Now: https://bit.ly/9p2Tf5x"
scam,"I'm having some issues with your account, can you please verify your mobile number by clicking this link: https://www.safetypin.com/verify?auth=123456"
scam,"I've been trying to reach you regarding your Visa account, which appears to have been compromised. To secure your information, please click this link to verify your details and confirm a new password: https://visa-account-verification.com. Your prompt attention to this matter is greatly appreciated."
scam,I am writing to inform you that your Bank of America account has been compromised due to suspicious activity. Please click this link to verify your account information and reset your password immediately to avoid any further unauthorized access. Your account will be frozen otherwise.
scam,I've received an alert on your account that a large transaction is imminent and needs to be verified by you immediately to avoid any potential security breach. Please click the link below to confirm your identity and security settings. https://www.examplebank.com/verify-me
scam,I am writing to verify your account and confirm your identity for our security protocol. Please click on this link to enter your OTP which we will send to your registered mobile number immediately. This will take just 1 minute of your time and will ensure that your account remains secure.
normal,Can I split the grocery bill with you this week since we both need to restock?
normal,I'm a bit short this month so I think we'll just split the grocery bill or I can send you some cash next week to cover your share.
normal,I got my paycheck yesterday and I think I'll use some of it to pay the bills this month.
normal,I'm just waiting to get paid and can finally start going shopping for my birthday gift.
normal,"I got my paycheck today and I'm going to use half of it to pay the rent this month, then we can split the rest for dinner tonight."
normal,"I'm glad I got my paycheck this week, now I can finally pay all my bills on time."
scam,I'm having trouble with my account and we need you to verify your identity by clicking this link https://bit.ly/2P8PBWU and entering the code 8275589 to avoid any service interruptions.
scam,"I'm writing you about your account, we've detected unusual activity from a new device and to protect your account we need you to click this link to verify your details and receive an instant OTP to continue"
scam,"I'm writing you from Bank of America's security team, your account has been compromised due to suspicious activity. Please verify your identity by clicking this link to reset your security settings ASAP to avoid any potential losses."
scam,I'm unable to verify your account due to unusual activity. Please click this link to confirm your identity and avoid any potential account suspension: https://example.com/verify-account-12345.
scam,"I'm unable to provide assistance with creating fraudulent content, is there something else I can help you with?"
scam,"I am writing to verify your identity for our security protocols, this is a high-priority notification that you have a balance of $85,000 unclaimed in your account from a previous company, please reply with your full name, email, and phone number to proceed with claiming your funds."
normal,"Hey, can we split the grocery bill from yesterday or should I just pay it this month?"
normal,I just got paid and I'm planning to put half of it towards our shared bills this month.
normal,Can you please transfer $200 to me by the end of the week so I can pay my bills?
normal,I got paid yesterday so we can finally go shopping this weekend.
normal,I got my paycheck and I'm finally able to pay those overdue bills this month.
normal,"Hey, how's it going? I just got paid and I need to split the groceries with you next week, can you let me know how much you want to contribute?"
scam,"I'm writing this account to inform you that your recent transaction of $8000 has been flagged for review due to suspicious activity. To proceed with this transaction, we need you to click on this link to verify your account information and enter your 6-digit OTP which will be sent to your registered mobile number immediately. Please click here: https://www.examplebank.com/verify"
scam,"I've received a notification that your account has been flagged for suspicious activity. To verify your identity and secure your account, please click this link to enter your OTP code within the next 10 minutes."
scam,I'm having trouble with my account and I need you to click this link to verify my information and secure my account from unauthorized access. Please enter the verification code 8146C9D9 when prompted. This is a one-time offer and will expire in 10 minutes.
scam,I've received a notification that your account will be suspended if we don't verify your identity immediately. Please click this link to confirm your details and avoid any disruption to your services.
scam,I am unable to verify your details for our recent transfer into your account; please click this link to confirm.
scam,I've received a notification that your account will be suspended if you don't verify your information immediately. Click this link to confirm your details and avoid any disruptions to your services.
normal,"Hey, I just got my paycheck and I think we should split the rent this month since my salary's a bit lower than yours."
normal,I just got paid and I think we should split the groceries bill from last week since Sarah didn't pay yet.
normal,"Hey, can you grab some milk on your way home and we'll split the grocery bill when you get back?"
normal,"I'm due for a paycheck next week and I really need to pay those bills, can you help me split the rent with Sarah this month?"
normal,I just got my paycheck and I'm finally able to pay those bills that have been piling up.
normal,I got my paycheck yesterday and I'm thinking of using a bit of the money to treat myself to some new shoes this weekend.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. We've detected a potential phishing attempt on your recent phone call with our customer service, and to secure your account, we require you to confirm your OTP via this link: https://example.com/scamotp"
scam,"I'm having trouble with your account, can you please click this link to verify your information and we will restore access immediately. https://bit.ly/2P9fkCk"
scam,"I'm having trouble with my account and I need you to click this link to verify my identity and we'll process your $10,000 reward immediately."
scam,I've been informed that your account will be suspended unless you verify your identity immediately. Please click this link to confirm your details: https://bit.ly/2KTXREx and enter the code 654321 to avoid any inconvenience.
scam,I'm writing to inform you that your recent transaction has been flagged for review due to suspicious activity. Please click the link below to verify your account information and confirm your identity to avoid any delays in processing your payment. https://bit.ly/VerifyAccount
scam,"I'm writing to inform you that your account has been flagged for suspicious activity, we require you to click this link to verify your details and avoid any potential security breach."
normal,I'm glad my paycheck finally arrived and I can start paying all these bills on time.
normal,"I just got paid, so we can start shopping for our trip this weekend now that my rent is all caught up."
normal,I just got paid and I'm planning to use some of my salary to pay off my credit card debt this month.
normal,I'm still waiting to get my paycheck so I'm trying to be extra frugal this month and cut back on shopping.
normal,I'm getting paid next week and I was thinking of using some of my salary to pay off those overdue bills before heading out for shopping with friends.
normal,I'm a bit short on cash this month so I think we should split the dinner bill when we meet up next weekend.
scam,I'm unable to proceed with your request.
scam,"I'm unable to process your transaction today due to high activity, please click this link to verify your account and continue: https://bit.ly/32VvPqS"
scam,"I'm writing this on behalf of my late mother who passed away yesterday, she had a large sum of money in her account and before leaving the house, she gave me to verify the account details so that we can transfer it to you and pay your tax bill, please confirm the account number 081234567890."
scam,"I've received an alert on your account that you have a large sum of money frozen due to suspicious activity, to verify your identity and release the funds, please click this link: https://cognito-verify.com/secure"
scam,I've been made aware of a potential issue with your account and we need you to verify some information to prevent any unauthorized access. Please click this link to confirm your identity - https://example.com/verify-account-12345
scam,"I've been trying to reach you regarding your PayPal account, it appears suspicious activity has been detected and we need your immediate assistance to secure it, please click this link to verify your identity and confirm your account details."
normal,"I'm a bit short on cash this month, can we split the groceries next time?"
normal,"Hey, I just got paid today and was thinking of splitting the rent with you, want to grab lunch first?"
normal,"I'm getting a bit low on cash, can we split the groceries this weekend?"
normal,"I'm glad my paycheck finally came through, now I can start paying those bills and maybe treat myself to something after a long month of saving."
normal,I just got paid and I'm thinking of using some of my salary to treat myself to a new outfit this weekend.
normal,Can you help me split the cost of lunch with Alex this weekend since I just got paid?
scam,"I'm having trouble with your account, can you please click this link to verify your information ASAP so we can resolve the issue and prevent any further unauthorized access? https://bit.ly/verifyaccount123"
scam,"I've been trying to reach you regarding your account, but we haven't received a verification code from your registered phone number in 72 hours. Please click this link to reset your security code and access your account immediately. Your assistance is greatly appreciated and will ensure a smooth experience."
scam,I'm having trouble with my account and require immediate verification. Click this link to confirm your identity and prevent any unauthorized activity: https://bit.ly/30fhnjg
scam,I'm writing you back regarding your account. We've detected unusual activity. To secure your information please click this link to confirm your details. https://bankwebsite.com/verify-account
scam,"I've been trying to reach you regarding your Barclays account, but we couldn't verify your phone number. To proceed with our security protocols, could you please click this link and enter your 2-factor authentication code to confirm your identity?"
scam,I'm writing to confirm your identity for our security measures. Please click this link to verify your account and enter the provided OTP to proceed. The verification code will expire in 5 minutes.
normal,"I got my paycheck and I'm finally caught up on all my bills, now I just need to decide where to spend some of that extra cash from my bonus."
normal,"I got paid today, should I split the cost of dinner with Sarah or pay for it myself?"
normal,"I'm getting a bit low on cash, can we split the dinner bill tonight?"
normal,I just got paid and I'm planning to use half for groceries this week and the rest towards paying some bills.
normal,"I just got my paycheck and I'm thinking of treating myself to a new pair of shoes, but first I need to pay the electricity bill."
normal,I'm still waiting to get paid this month and I really need to pay my electricity bill so I might have to split the groceries with you this week instead.
scam,"I'm writing this account to inform you that there's been suspicious activity on your Citizens Bank account. To protect it, could you please click this link to verify your identity: https://cbtnow.net/verify123 and enter your username and password?"
scam,"I am writing to inform you that your account has been compromised due to suspicious activity from an unknown location. To secure your account, we require you to verify your identification by clicking on this link: https://verifynow bank.com/123456. Please click the link within the next 10 minutes to avoid any further issues with your account."
scam,"I'm having trouble with my account, can you please verify my password by clicking this link: https://www.safbanks.com/verify?code=GHFGHGF&ref=12345"
scam,I've received a notification that your account will be suspended due to inactivity. Please click this link to verify your details and keep your account active. Your account and login credentials will remain secure. https://example.com/verify-account-12345
scam,"I'm writing to inform you that your account has been flagged for suspicious activity, please click this link to verify your information and avoid any further issues with your account."
scam,I am writing to confirm your identity for our security protocols. Please click this link to verify your account information by entering your login credentials.
normal,Can you help me split the bill at the restaurant tonight?
normal,I just got paid and I'm thinking of using some of my salary to splurge on a new pair of shoes this weekend.
normal,I just got my paycheck and I think I'll use a third of it to pay some bills this month.
normal,I just got my paycheck and I'm planning to use half for groceries and the other half to pay some bills this month.
normal,"I just got my paycheck and I'm going to use half of it to pay some bills this month, should be enough to cover everything."
normal,"I'm a bit low on cash this month, can we split the grocery bill next time we go shopping?"
scam,I'm writing to inform you that your account will be suspended due to unusual activity if we don't receive your verification code by 8pm tonight. Please click the link below to enter the code.
scam,"I am writing to verify your account information, your $1,000 stimulus check has been delayed due to a system issue and we require your immediate assistance to proceed with the payment."
scam,"I am writing to confirm your account details for our security protocols, please click this link to verify your identity and continue. https://www.safetypay.com/verify12345"
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To verify your identity and secure your account, please click on this link to enter your one-time password: https://bit.ly/verify12345. Your prompt attention to this matter is greatly appreciated."
scam,"I'm having trouble with my account, can you please verify my password by clicking this link: https://www.safbank.com/securedlogin?authcode=123456789&ref=abc123"
